门派,心法,奇穴位置,奇穴名,奇穴描述,技能ID,纵向位置,奇穴类型,奇穴颜色
纯阳,太虚剑意,6,剑飞惊天,使目标下马并且<BUFF 1097 1 desc>，持续<BUFF 1097 1 time>，续气一格。若你攻击的目标正在运功，对目标造成<SUB 335 1>外功伤害，并令你额外续气两格并使该目标5秒内无法运功。,310,1,2,0
纯阳,太虚剑意,6,无意,消耗3格气及以上施展“无我无剑”，会心效果提高30%，伤害提升5%，施展“紫气东来”后下两次施展“无我无剑”时，将为目标添加一层“重创”效果，使下次治疗无效。,5818,2,2,0
纯阳,太虚剑意,6,凭霄破云,对前方8尺扇形范围4个目标造成200%武器伤害附加<SUB 40065 1>外功伤害，若自身存在“云中剑”，则使自身和目标获得4秒“云中剑”对应气场效果（触发气场效果不受奇穴和秘籍影响）。,40064,3,2,0
纯阳,太虚剑意,6,剑入,施展“人剑合一”后，下一次施展“八荒归元”后将在所有气场中心召唤 “灵剑”，持续10秒，再次施展“八荒归元”时将引爆所有“灵剑”，“灵剑”落下与引爆时将对至多3个目标造成12尺范围伤害，该伤害受“八荒归元”秘籍与奇穴影响。,34656,4,2,0
纯阳,太虚剑意,7,凌云剑,怒刺一剑，对目标造成<SUB 24973 0>点外功伤害，并标记目标，持续5秒。期间可以施展二段技能，朝被标记目标冲刺，对270度的6尺范围最多5个目标造成<SUB 24977 0>点外功伤害，眩晕3秒并额外附带2层“叠刃”效果，施展二段招式后重置自身“八荒归元”调息时间。,24972,1,2,0
纯阳,太虚剑意,7,剑道万象,强化当前“云中剑”，使其攻击间隔减少0.5秒，“云中剑”连续命中同1个目标4次后将锁足目标2秒。,32447,2,2,0
纯阳,太虚剑意,7,风逝,“<NounID 87>”状态下5格气施展“无我无剑”将降低0.5秒“八荒归元”调息时间，并给目标叠加1层“风逝”效果，“风逝”最多叠加4层，每层使目标受到的“八荒归元”伤害额外提高50%。<TALENT_CORE 14833 1>,17742,3,2,3
纯阳,太虚剑意,7,行天道,吸收20尺范围内自身的气场，使目标点形成12尺的“天道剑阵”，成功吸收气场时自身会化作“天道剑气”出现在“天道剑阵”中，同时使自身1秒内无法被命中，“天道剑阵”持续12秒，使该区域同时附带“生太极”“吞日月”“碎星辰”效果，剑阵每3秒对区域内5个敌人造成<SUB 32780 2>外功伤害并附带“叠刃”和5层“玄一”效果。,15187,4,2,0
纯阳,太虚剑意,8,深埋,“凭虚御风”闪避效果提高10%，持续期间受到内功伤害降低30%。,5811,1,3,0
纯阳,太虚剑意,8,至柔,“大道无术”命中定身的目标则变为眩晕效果，“大道无术”“剑冲阴阳”控制时间延长1秒。,24958,2,3,0
纯阳,太虚剑意,8,物我两忘,施展“人剑合一”后获得4点“玄应之气”，若成功定身敌人则为其添加1层“叠刃”，并使12秒内自身对该目标产生的“定身”“眩晕”不受同类型控制效果衰减。,17743,3,3,0
纯阳,太虚剑意,8,开兑,“吞日月”可解除友方目标阳性，阴性，混元性和毒性不利效果各一个。,14986,4,3,0
纯阳,太虚剑意,8,无为,“大道无术”成功控制目标获得5格气，使自身立刻获得4秒“紫气东来”效果，且4秒内可额外施展一次“八荒归元”。,24961,5,3,0
纯阳,太虚剑意,8,瑞氛,“云中剑”持续时间提高4秒，“人剑合一”成功定身目标后将标记其45秒，“云中剑”命中拥有该标记的目标则伤害提高30%。,36106,6,3,0
纯阳,太虚剑意,8,吐故纳新,处于自身“生太极”气场当中，自身受到的伤害降低10%，受到攻击有15%几率令攻击者锁足3秒，并回复自身10%的内力，该效果每20秒只能触发一次。,17747,7,3,0
纯阳,太虚剑意,8,妄心,“坐忘无我”调息时间提高50秒，持续时间降低至8秒，化解自身气血最大值50%伤害，每秒恢复自身4%最大气血值，化解量不再衰减，该护盾不受卸除影响。,40375,8,3,0
纯阳,太虚剑意,8,切玉,“紫气东来”期间施展“八荒归元”命中气血值低于75%的目标，则立刻使“叠刃”持续伤害生效。,6758,9,3,0
纯阳,太虚剑意,8,和光,“八荒归元”调息时间降低3秒，伤害提高10%。,32407,10,3,0
纯阳,太虚剑意,8,合虚,5格气施展“无我无剑”将会为目标添加1层“玄一”效果，“玄一”效果被卸除时只消失1层，“无我无剑”命中自身“玄一”效果的目标则伤害提高10%。,24969,11,3,0
纯阳,太虚剑意,8,雾外江山,所有气场招式的调息时间降低1秒，施展气场后额外回复1格气，成功运功施展气场，则使下一个“生太极”“吞日月”气场无需运功。,6481,12,3,0
纯阳,太虚剑意,9,深埋,“凭虚御风”闪避效果提高10%，持续期间受到内功伤害降低30%。,5811,1,3,0
纯阳,太虚剑意,9,至柔,“大道无术”命中定身的目标则变为眩晕效果，“大道无术”“剑冲阴阳”控制时间延长1秒。,24958,2,3,0
纯阳,太虚剑意,9,物我两忘,施展“人剑合一”后获得4点“玄应之气”，若成功定身敌人则为其添加1层“叠刃”，并使12秒内自身对该目标产生的“定身”“眩晕”不受同类型控制效果衰减。,17743,3,3,0
纯阳,太虚剑意,9,开兑,“吞日月”可解除友方目标阳性，阴性，混元性和毒性不利效果各一个。,14986,4,3,0
纯阳,太虚剑意,9,无为,“大道无术”成功控制目标获得5格气，使自身立刻获得4秒“紫气东来”效果，且4秒内可额外施展一次“八荒归元”。,24961,5,3,0
纯阳,太虚剑意,9,瑞氛,“云中剑”持续时间提高4秒，“人剑合一”成功定身目标后将标记其45秒，“云中剑”命中拥有该标记的目标则伤害提高30%。,36106,6,3,0
纯阳,太虚剑意,9,吐故纳新,处于自身“生太极”气场当中，自身受到的伤害降低10%，受到攻击有15%几率令攻击者锁足3秒，并回复自身10%的内力，该效果每20秒只能触发一次。,17747,7,3,0
纯阳,太虚剑意,9,妄心,“坐忘无我”调息时间提高50秒，持续时间降低至8秒，化解自身气血最大值50%伤害，每秒恢复自身4%最大气血值，化解量不再衰减，该护盾不受卸除影响。,40375,8,3,0
纯阳,太虚剑意,9,切玉,“紫气东来”期间施展“八荒归元”命中气血值低于75%的目标，则立刻使“叠刃”持续伤害生效。,6758,9,3,0
纯阳,太虚剑意,9,和光,“八荒归元”调息时间降低3秒，伤害提高10%。,32407,10,3,0
纯阳,太虚剑意,9,合虚,5格气施展“无我无剑”将会为目标添加1层“玄一”效果，“玄一”效果被卸除时只消失1层，“无我无剑”命中自身“玄一”效果的目标则伤害提高10%。,24969,11,3,0
纯阳,太虚剑意,9,雾外江山,所有气场招式的调息时间降低1秒，施展气场后额外回复1格气，成功运功施展气场，则使下一个“生太极”“吞日月”气场无需运功。,6481,12,3,0
纯阳,太虚剑意,10,深埋,“凭虚御风”闪避效果提高10%，持续期间受到内功伤害降低30%。,5811,1,3,0
纯阳,太虚剑意,10,至柔,“大道无术”命中定身的目标则变为眩晕效果，“大道无术”“剑冲阴阳”控制时间延长1秒。,24958,2,3,0
纯阳,太虚剑意,10,物我两忘,施展“人剑合一”后获得4点“玄应之气”，若成功定身敌人则为其添加1层“叠刃”，并使12秒内自身对该目标产生的“定身”“眩晕”不受同类型控制效果衰减。,17743,3,3,0
纯阳,太虚剑意,10,开兑,“吞日月”可解除友方目标阳性，阴性，混元性和毒性不利效果各一个。,14986,4,3,0
纯阳,太虚剑意,10,无为,“大道无术”成功控制目标获得5格气，使自身立刻获得4秒“紫气东来”效果，且4秒内可额外施展一次“八荒归元”。,24961,5,3,0
纯阳,太虚剑意,10,瑞氛,“云中剑”持续时间提高4秒，“人剑合一”成功定身目标后将标记其45秒，“云中剑”命中拥有该标记的目标则伤害提高30%。,36106,6,3,0
纯阳,太虚剑意,10,吐故纳新,处于自身“生太极”气场当中，自身受到的伤害降低10%，受到攻击有15%几率令攻击者锁足3秒，并回复自身10%的内力，该效果每20秒只能触发一次。,17747,7,3,0
纯阳,太虚剑意,10,妄心,“坐忘无我”调息时间提高50秒，持续时间降低至8秒，化解自身气血最大值50%伤害，每秒恢复自身4%最大气血值，化解量不再衰减，该护盾不受卸除影响。,40375,8,3,0
纯阳,太虚剑意,10,切玉,“紫气东来”期间施展“八荒归元”命中气血值低于75%的目标，则立刻使“叠刃”持续伤害生效。,6758,9,3,0
纯阳,太虚剑意,10,和光,“八荒归元”调息时间降低3秒，伤害提高10%。,32407,10,3,0
纯阳,太虚剑意,10,合虚,5格气施展“无我无剑”将会为目标添加1层“玄一”效果，“玄一”效果被卸除时只消失1层，“无我无剑”命中自身“玄一”效果的目标则伤害提高10%。,24969,11,3,0
纯阳,太虚剑意,10,雾外江山,所有气场招式的调息时间降低1秒，施展气场后额外回复1格气，成功运功施展气场，则使下一个“生太极”“吞日月”气场无需运功。,6481,12,3,0
纯阳,紫霞功,1,浮生,“六合独尊”运功1.5秒之后，在目标点形成“八方剑域”效果，区域内最多6个目标每0.6秒受到<SUB 18670 31>混元性内功伤害，并降低80%移动速度，“八方剑域”持续3秒，同时命中多个玩家时则伤害递减，最多递减50%。,18679,1,1,1
纯阳,紫霞功,1,大成,“五方行尽”成功控制目标返还5格气，并使自身“会神”效果提高至40%。,24953,2,1,2
纯阳,紫霞功,1,若冲,“太极无极”不再续气，调息时间提高至9秒，每道剑气都将造成混元性内功伤害。,26684,3,1,3
纯阳,紫霞功,1,洞渊,成功运功施展“四象轮回”命中侠士目标将为自身添加<NounID 85>效果，最多4层，持续6秒。,18694,4,1,4
纯阳,紫霞功,2,绝云,“紫气东来”持续期间气点上限提高至8点，“两仪化形”将根据气点造成更多的伤害及破招伤害。,30821,1,2,0
纯阳,紫霞功,2,八卦洞玄,最少半格气对目标造成<SUB 466 0>混元性内功伤害，最多五格气对目标造成<SUB 475 0>混元性内功伤害，并使目标<BUFF 557 0 desc>，持续<BUFF 557 1 time>-<BUFF 557 5 time>。并且命中正在运功的目标能令目标在接下来的5秒内无法使用任何内功招式。<TALENT 2672 1 招式命中目标后有3.3%几率使目标锁足2秒，若招式会心，则锁足的几率翻倍。若无法成功锁足，则目标还会获得“无形”不利效果><TALENT 2672 2 招式命中目标后有6.6%几率使目标锁足2秒，若招式会心，则锁足的几率翻倍。若无法成功锁足，则目标还会获得“无形”不利效果><TALENT 2672 3 招式命中目标后有10%几率使目标锁足2秒，若招式会心，则锁足的几率翻倍。若无法成功锁足，则目标还会获得“无形”不利效果>,370,2,2,0
纯阳,紫霞功,2,剑出鸿蒙,在距离自身最近的“破苍穹”气场中心上空产生“鸿蒙古剑”，2秒后“鸿蒙古剑”会坠落至气场之中，对10尺范围内的3个目标造成<SUB 28590 2>混元性内功伤害并眩晕3秒。,23969,3,2,0
纯阳,紫霞功,2,规焉,受到伤害未重伤状态下自身气血值低于40%，则清除自身“化生势”效果并立刻重置“镇山河”调息时间，该效果最多每2分钟触发一次。,14837,4,2,0
纯阳,紫霞功,3,同尘,“六合独尊”每次造成伤害，均使下一次伤害效果提高35%。,5819,1,2,0
纯阳,紫霞功,3,渊渟,“四象轮回”运功时间减少0.5秒，<NounID 85>持续时间增加2秒，在持续时间结束、被卸除时仅消耗一层。<TALENT_CORE 18694 1>,38516,2,2,4
纯阳,紫霞功,3,定迹,施展“五方行尽”2秒后，会在自身施展“五方行尽”的位置造成<SUB 34633 1>混元性内功伤害并定身范围内最多6个目标4秒。,34631,3,2,0
纯阳,紫霞功,3,霜寒,“镇山河”调息时间降低2分钟，效果只作用于自身，施展“镇山河”时清除自身“化生势”。,6904,4,2,0
纯阳,紫霞功,4,无我,“坐忘无我”调息时间提高50秒，持续时间降低至8秒，化解自身气血最大值50%伤害，每秒恢复自身4%最大气血值，该护盾不受卸除影响。,5813,1,2,0
纯阳,紫霞功,4,解牛,对被定身、锁足、眩晕的目标伤害提高25%。每次命中被定身、锁足、眩晕的目标会使自身会心几率提高2%，持续3秒，最多提高20%。,5802,2,2,0
纯阳,紫霞功,4,抱元,“六合独尊”范围提高2尺，目标数量提高2个，会心命中一个目标则获得一柄“气剑”。,21707,3,2,0
纯阳,紫霞功,4,跬步,每存在一柄“气剑”，“四象轮回”“两仪化形”“万世不竭”伤害提高5%。,18695,4,2,0
纯阳,紫霞功,5,有涯,“七星拱瑞”成功定身目标后，自身混元内功基础攻击力提高20%，持续5秒。,6798,1,2,0
纯阳,紫霞功,5,自化,“万世不竭”一段“气剑”会随机攻击自身20尺内的目标，每轮命中目标将额外造成一次伤害，命中目标有25%几率锁足目标并为目标添加“气竭”效果，持续5秒。自身任何招式命中带有“气竭”效果的目标将引爆造成6尺范围<SUB 20955 0>混元性内功伤害，该效果2秒内对同一目标只生效一次。,14836,2,2,0
纯阳,紫霞功,5,归元,“破苍穹”变为无调息时间，只对自己生效，处于“破苍穹”期间自身无视目标60%内功防御。,23614,3,2,0
纯阳,紫霞功,5,心眼,“镇山河”效果范围提高至6尺，受到无法施展内功招式和缴械效果时也可以施展，自身若处于“镇山河”当中，每秒将恢复自身5%气血最大值。,5844,4,2,0
纯阳,紫霞功,6,长生,“生太极”调息时间减少9秒，施展气场后额外回复1格气，成功运功施展气场，则使下一个“生太极”气场无需运功。,42934,1,2,0
